"Compound Name","Formula","Mass","RT","CAS ID",n_mix3,n_mix4,n_mix5,n_mix6,n_mix7,n_mix8,n_mix9,n_set1_blue_546_R2,n_set1_blue_617_R4,n_set1_blue_618_R1,n_set1_blue_648_R3,n_set1_blue_669_L1,n_set1_blue_713_R2,n_set1_blue_773_R8,n_set1_gray_551_L2,n_set1_gray_573_R2,n_set1_gray_608_R3,n_set1_gray_796_L1,n_set1_gray_796_R5,n_set1_gray_843_L4,n_set1_gray_843_L5,n_set1_green_574_R1,n_set1_green_592_L3,n_set1_green_593_R1,n_set1_green_614_R4,n_set1_green_675_L6,n_set1_green_675_L9,n_set1_green_773_L2,n_set1_pink_670_L3,n_set1_pink_672_L1,n_set1_pink_686_R1,n_set1_pink_751_L1,n_set1_pink_754_L1,n_set1_pink_847_R2,n_set1_pink_847_R3,n_set1_purple_552_R5,n_set1_purple_552_R6,n_set1_purple_605_L3,n_set1_purple_608_L1,n_set1_purple_611_L4,n_set1_purple_621_L1,n_set1_purple_843_L7,n_set1_yellow_599_L3,n_set1_yellow_666_R2,n_set1_yellow_670_R3,n_set1_yellow_672_R5,n_set1_yellow_751_L3,n_set1_yellow_751_R4,n_set1_yellow_847_R6,n_set2_blue_561_L3,n_set2_blue_592_R4,n_set2_blue_617_L3,n_set2_blue_617_L4,n_set2_blue_669_L2,n_set2_blue_669_L4,n_set2_blue_675_R2,n_set2_blue_772_R1,n_set2_gray_551_R3,n_set2_gray_610_L2,n_set2_gray_611_L5,n_set2_gray_621_R1,n_set2_gray_621_R2,n_set2_gray_796_L2,n_set2_gray_796_R1,n_set2_gray_796_R4,n_set2_green_593_R3,n_set2_green_643_L1,n_set2_green_661_R2,n_set2_green_675_L1,n_set2_green_675_L3,n_set2_green_675_L7,n_set2_green_772_L2,n_set2_green_773_R7,n_set2_pink_670_L2,n_set2_pink_670_L5,n_set2_pink_670_L6,n_set2_pink_730_L3,n_set2_pink_730_R1,n_set2_pink_754_L3,n_set2_pink_847_L1,n_set2_purple_552_L1,n_set2_purple_552_R2,n_set2_purple_552_R4,n_set2_purple_573_R4,n_set2_purple_608_L4,n_set2_purple_610_R2,n_set2_purple_632_R1,n_set2_purple_843_L2,n_set2_yellow_599_R2,n_set2_yellow_670_R4,n_set2_yellow_672_R1,n_set2_yellow_672_R6,n_set2_yellow_686_R2,n_set2_yellow_752_L1,n_set2_yellow_753_R3,n_set2_yellow_847_L4,n_solv2,n_solv3,n_solv4
12-Hydroxydodecanoic Acid,C12 H24 O3,216.1722,0.77,505-95-3,2444.11018630981,2217.04760437775,2079.583424263,4710.67557241821,4408.21554104614,2444.55043359375,1871.11223451996,1760.20356348419,3509.67218742371,4855.95163073731,3171.94637298584,2465.10472563935,1807.36953090668,4015.09590190888,7199.10550252533,4568.16787442017,1925.03497974396,3197.39918621063,2563.28253765106,3945.89833896637,3726.59031368256,3632.27273925781,4611.78376255036,3445.21850404358,2731.73113304138,1873.8240242157,5171.47690999603,5283.18881698608,3189.71606925964,4125.79622330475,5713.14238445282,2075.99074446869,2711.51196031189,2493.99387153625,5133.91538557434,1640.37497009277,5531.14503712463,2194.51177881622,1078.14686345673,4225.09721936798,3163.43363324738,2816.59312843323,3431.5182904892,7067.92372433472,8195.62347113037,2587.8197204895,2077.31369438172,3948.41667674255,3556.58748366547,4452.42149381256,3896.45385397339,4601.65839579773,2148.89454273987,4568.52792427063,5752.08892180634,3229.62040570068,7451.18958598328,2566.06743655395,4181.23243766022,3327.68597411347,3793.15347820282,4366.96442674255,4688.2124285202,7490.317598526,4411.64240576935,2677.74739493561,3056.50115068054,2342.94060909271,4283.28622624969,6807.64050521851,6564.85312016296,6738.63022295379,3517.4002372818,7705.30967349243,3738.42838899994,3737.96364196777,3029.18213017273,5192.21621743774,5377.22499778748,5569.35311300659,5108.43627178955,5087.87064176178,3167.90078659058,3505.57412854004,4178.17237175751,2187.91771590424,6207.39694202423,3299.54183398438,5912.07467027283,6360.87027989197,5431.57265570068,4268.14812997436,4095.00929390717,3302.08005154419,5404.86167455292,5198.81587973785,,,
Pantothenic Acid,C9 H17 N O5,219.1109,2.20,137-08-6,168879.262035373,155643.573746382,157708.160151085,209616.801943886,232777.813997177,188394.23499477,211107.93592321,264420.890172844,177984.798429771,253542.065174455,138408.345157434,97983.6765026741,164871.721784753,123409.13971534,108984.21727207,214228.09686068,134291.935327814,140654.355861088,194867.933958116,165378.648728943,198698.419970444,109117.105823532,191334.018689362,146598.71385504,158062.72722921,126447.84454811,124375.018491925,127831.9528265,197195.460986069,169056.629170464,179143.82894727,199851.078431577,215645.541680995,163699.588175923,114405.811459431,126829.461707905,271398.983338451,116371.97636109,134466.560487328,208729.84347084,158595.6698991,198406.499184124,108185.850374128,110265.274549131,173087.204794098,124042.021766965,205220.764290192,186161.233832436,121529.360788997,212126.759870115,170121.653970543,227798.543589027,230394.599388771,100542.706977959,330549.96902391,125058.14061688,32405.0990892067,127734.509169853,151798.773654161,147754.389157433,128548.429428612,152200.95231673,209891.395922714,245277.462171356,220702.076165672,151256.611083847,159923.501797428,186852.946627777,87975.3928736972,173600.026954227,227721.133655785,13431.0109761666,164100.645821456,173914.679242627,270929.08778199,158053.743222144,192930.494970162,148388.158256271,209900.758318266,60761.6443364325,169210.756222267,143398.681303272,135659.461527016,254910.255441528,137625.240598747,177837.732820694,23187.8312157211,190819.226933666,134728.867783024,165112.574265545,111735.194454414,178475.197041202,255444.228294769,166368.24804252,100125.397351815,139203.745092155,,,
Methyl Jasmonate,C13 H20 O3,224.1413,0.74,1211-29-6,2646.90091963959,2892.60319373322,2572.91533908081,3808.02715679169,4256.02296720886,2048.73811405182,2405.61052135468,2078.18416239929,3049.08210221863,3634.32369102478,2239.46974158478,2249.35272164917,2231.34707557678,2439.27766481018,4548.41138765717,4999.80447958374,1152.06240337372,4733.94330603027,3336.93021674347,2956.99228936005,3084.18559919739,2551.7605330658,3941.13019251251,4174.53106673431,1832.54877292633,1559.34267842865,8372.74323431396,2418.24290054321,2797.82524290466,2725.14972966003,4614.00805464172,2313.64279245758,2109.35239609528,2619.81258811188,3850.3261619873,2891.86603022003,3463.14708223724,1750.46991978455,1545.4464522171,3619.05332522583,3260.45756542206,2345.04511567688,1882.52284349823,4654.89690133667,4840.78437434387,1903.14316259003,1826.92564056396,4795.63556137848,1931.49222273254,3334.79190351868,3071.47567173767,4565.08871920013,2865.61797235108,2532.776447052,2775.33182362366,1488.69213153839,5025.22671569824,2763.80852878571,2563.35842590332,2728.12436617279,2303.50289222717,3168.78347158813,2693.67265857697,4743.86168946838,3120.16464694977,2744.84798316193,1753.47573902893,2226.21630284119,2039.24659221649,5438.748699646,4041.13210258484,3368.17086515808,1973.85139717102,4322.86543908691,3104.09002068329,2023.04213478088,2415.72036688232,2603.82234255219,3124.85987390137,3795.30342814636,4063.95547332001,4886.91829242706,2861.10526706696,2469.36482302856,2640.23261186218,1178.06764620972,3330.20542784882,3132.57630301666,3483.85540413666,3604.20265769958,4287.5534528122,2481.75545057678,2420.34157020569,1861.77640473938,2502.88270991516,3705.8569635849,,119.919772720337,
Deoxycytidine,C9 H13 N3 O4,227.0907,3.43,951-77-9,2445.01137443543,1213.58263271332,1936.88941043091,4821.06973908233,4713.62439619446,1058.65126370239,1257.00858451843,747.603564987185,3655.95386567689,5532.52094424439,1411.82968756103,,1051.99830966187,1082.79203407287,2125.30777930451,6243.1692978363,1719.60020889282,127.897627334597,1504.30098763275,3367.63887944031,3186.37960464477,2643.94864341736,4291.4962177124,1238.94760219574,1252.00530712128,935.126092109678,382.676512641907,2580.89446053314,4693.91486074829,2181.84108917236,3070.7281961441,1630.24645118713,1380.20311044313,1805.08401169586,3325.20778324127,372.143094902035,4964.67370688629,215.622296676634,995.630916175844,2665.55008853148,1266.70193962097,1503.7674820099,227.843281158444,3354.00897692108,4160.1752091217,568.574937896732,852.636178161623,3543.72313084412,357.793260955814,5188.21678045654,4090.66604280854,5570.28422434998,3174.78367728424,,,477.151638145448,101.884152755736,897.827635917669,1984.77521492005,503.377284210203,535.230884017946,347.893644065857,3580.28112397766,4411.0578836975,3722.59513716126,806.496759605414,1168.90914287567,1958.37505180358,,3817.39324769591,3852.22496165466,,726.844592552186,2836.16749964904,2741.9816439209,1712.08309991455,2374.3453609085,1418.86916613769,4257.71050332642,,4305.10015031434,3051.15341591644,1618.6617254715,3127.86945431518,2805.6183863907,876.590142402651,,5309.63044755553,3514.6037151718,3352.03650821686,2353.12313659668,554.150446258539,2268.26400221252,,733.369278244011,3517.76463432313,,,
Deoxyuridine,C9 H12 N2 O5,228.0751,1.34,951-78-0,3995.00859690857,3445.6759307785,3558.84485613251,6675.02679194641,6862.83353765869,3121.78533000946,2622.267638237,2223.5226699295,9500.13816937256,4672.98765458679,1748.23162679291,1847.39615917969,2595.2480187149,2053.62318551636,2219.13010718537,5570.6447172699,253.786897491455,8056.48981303405,5000.692781456,9794.23119446564,9572.63939870453,3278.95038840485,8492.35598997498,1020.82932900238,1650.09933276367,2897.99560615539,9235.28320058441,7429.91606085205,4614.76382163239,5583.65594993592,3682.96636595154,2220.63320671845,819.459224739073,3485.33498330689,11207.9109376373,3849.38908290863,5221.32815632629,2435.11268465424,1915.11293495178,3392.29205636597,508.748171653746,5078.7303334198,775.908875160217,6749.99579116059,8457.99552906799,2111.87950502014,2316.8702532959,3600.98907566834,6904.908474823,1674.86149937439,6919.59846556854,9867.69700434113,6702.92497687531,1839.56183698273,2850.36900074768,489.250150756836,2943.24945996857,4810.67110137939,5673.54150211334,914.948168945311,148.62094367981,381.457578430174,15430.359353241,13479.1569479981,7120.74636865235,1671.00164154053,1247.44536380005,9832.32046357727,3306.36445156098,9052.61219677734,11324.6627573395,914.846590461731,1214.53205486298,6174.11941738892,5792.86957558441,233.230271301269,3571.64942619324,2390.25880374145,1786.17333297729,8259.06121894836,6987.62574982453,3962.59598900605,3815.19650723267,2299.38434041595,3894.4125544281,2599.20177016449,2466.35532386779,10562.2234469147,3544.4653132019,2041.0508104248,4551.48963801575,2798.65077610016,3057.31085771942,2269.5590982666,4288.56475411987,8450.19777490998,,,
Myristic Acid,C14 H28 O2,228.2091,0.73,544-63-8,62923.6791484833,59912.340321579,61465.896147995,67602.3077082367,66714.4253058014,57873.0966501922,59714.5805710754,57970.8929687195,74445.4453922272,70794.2726915894,62515.2158657074,54665.919939621,64523.4436817169,64574.406653183,117632.588672806,67874.0944996643,63499.8803591156,41729.2355852661,46278.7488572235,50215.3460593109,51662.5406884766,53468.0433452148,54821.059548645,57811.703748291,59066.4435996399,40504.9067513885,51545.9068518829,75738.0811794128,78528.2656078644,52473.7522400665,70280.4442162476,68105.7755024719,93270.8681431427,43330.9565314178,60720.3667863159,50684.6603977661,51131.9646172791,58909.1221378327,49827.4751417694,61101.1270878906,63205.5387095032,48713.8334530335,68795.7975604553,103160.393140732,80177.0378868713,50289.5926045532,67629.5822326355,76656.6835327912,51755.4097014923,84262.4761952668,61435.6122490845,78694.8344347839,65099.8674270783,81110.0701900635,70028.7040355224,50805.4617067566,99098.1148631897,53387.4151086121,85562.5284812622,63109.1593008423,61463.9782494659,70539.5863970795,54616.1063287506,70464.9694099731,65973.4875358276,65087.7727200317,63909.952799942,53197.3274507599,48694.1124018402,70967.1623897247,64944.4846343842,107903.81358136,71398.9114043426,84162.9054983215,92931.3818716431,91676.4983936615,67582.0220458374,96681.5463049316,104285.913661118,48681.3031240539,73316.4681304169,70504.8681841126,56089.9822492218,70842.2533595276,68610.0011250915,58249.1259942627,118729.048768875,49838.7120658569,77117.6156152496,97989.0905176849,65412.8234213714,52942.4224321442,63671.7117626648,68447.2929306793,53945.9062677612,58247.7151292877,6675.33614859772,3554.28496331024,6317.17411756897
Ribose-5-phosphate,C5 H11 O8 P,230.0194,7.55,4300-28-1,5074.84589131928,4352.35273648834,4150.40831375122,7905.12734099579,7414.94676311492,3101.36265112305,2975.29140574646,8920.08929060362,5370.56692870332,4443.35919128421,2219.70423416901,213.067112976069,1003.28805576325,118.709598808294,10056.2516297913,1963.35185157776,6562.95400615692,1436.36975439454,5984.56761573792,6082.76175971221,8006.3161065979,3520.79571320343,8184.60769613647,8852.15192105864,9688.28295369721,3089.45649725342,9677.91248578644,9065.05589376069,6938.68904232025,3737.88535522461,13484.0070692596,1528.65686195374,8896.10970169831,9645.4809751587,3593.24323267364,367.62977939606,11334.0201882706,766.196291427612,1731.6914685898,7762.19360813903,549.528368721013,5745.81528800964,218.573272705076,4019.50820576475,13444.8621932373,4984.49597134399,106.477039718633,4426.37380451964,3144.27299468231,18703.9234602509,8250.00938552856,12005.7841657944,1581.86906261444,7963.65810212706,18389.880311203,9332.85829261016,575.928342567446,5176.13570458221,4760.53803921509,906.27713919066,625.642035140997,3435.73369249725,4118.74131562043,6297.19339637758,5508.75850562287,5170.15882865907,972.072382736203,4706.66402228546,12017.6210984497,10025.9028226776,9590.85169687654,6835.48961985017,1919.45024192811,4796.12008294676,2436.83742166139,7686.85756643678,24122.4729940109,12016.1459690781,10563.2099845581,4268.03205427552,3851.62163722228,4444.07183670806,630.830970443716,1148.12748020173,6506.29217787932,9077.20291831211,,5934.75348782349,5319.34190719604,15960.2037058411,5049.32978050232,5278.95426027679,13508.105682457,4764.83422415163,4466.2746494522,10945.8598722763,,,
Cytidine,C9 H13 N3 O5,243.0856,2.83,65-46-3,22778.3564900055,22130.1139806976,21068.4299776688,25878.1052768554,25993.2764884415,19529.8335631256,19499.1864311524,34336.5088940582,25693.4543498382,24326.2803430023,14544.9876704636,28081.337580246,17926.740628624,6047.19084264374,15868.1366751862,16998.3865354157,15312.3558497238,9132.37676704406,22334.6763142929,13875.7124539185,17570.3882693252,15515.8697720108,27235.3421832352,23172.8815243835,21942.8305108948,17226.3454670563,15192.8760438156,24523.4538745041,23936.6806562958,18197.1897553863,22724.1957823105,11405.0155380249,20526.3664152756,23404.2943383484,16072.6236628952,16627.9958299789,33582.9522628631,28337.0914331207,17459.6490620041,21730.2965742188,18242.5748326874,17567.3271467438,15162.8074043427,23040.6187520981,23871.8336612549,23981.1532560425,13612.2996236877,6832.34434538269,16675.6687175217,55252.9254542465,26463.8066712341,38215.7647247848,24485.3402304077,64847.8365932541,111765.969370384,19493.1320708237,14237.7099165497,15842.9115047836,19834.0809805451,18832.550495163,11986.2137228546,15146.9349818115,17100.2923146591,34503.7588629608,31154.3629775162,33142.5582063828,17191.9672868881,20314.1803077469,25951.4075424423,29961.6990769501,34350.2622319947,13961.8977620621,11665.7814191437,13876.1625842896,20535.9028942566,9348.62734759521,60405.7771376572,32831.4394838257,23082.2384313888,14807.1426392212,19732.3595639343,14545.5391993942,16377.3053296204,16564.4255295715,23639.0968202438,19736.4287663727,2277.35671483612,13733.2956802597,15237.3128851013,20599.6011557617,16637.8764545898,15642.5746668701,30344.2051732178,10871.8477402802,25087.5406143799,19510.1633875809,,,
Uridine,C9 H12 N2 O6,244.0699,1.70,58-96-8,21480.1425811844,21091.5251324539,20814.109819313,25896.4401447754,26388.9571831589,21210.8256789932,20813.3063892365,39414.2446265411,32103.563606308,27600.5895090179,14237.5624822998,28968.7442673187,12751.5672540588,4288.75243601227,27209.2419780579,13375.789280304,13128.2374453278,9444.46849736786,20819.3587992172,15113.4328991013,22407.4245634689,18664.197746048,27914.8272827759,27941.3705005341,39128.3147077026,33305.234663826,19146.6422074585,43385.7865632935,25186.2428444214,21377.6254034729,42526.8700862503,12881.7850879517,30867.8391125565,23787.4060554733,21153.2193546753,12724.604676857,20604.9343128052,22660.1537585678,11243.4165519791,18075.7033127747,16449.4754266434,19646.0194199219,13350.3287719269,38866.9477930756,34253.6153427429,36499.5326993103,17912.3568645477,10811.5305751801,22421.9214211655,57807.5165766525,35297.0909207611,51233.7976822128,36797.6797580872,143048.939117928,106278.13658889,17096.3763423614,29876.3651907425,13889.297940094,17191.3559156036,20327.390456543,9977.2923155365,17378.6415793457,25004.807639679,44990.6966700134,42002.1539712448,21956.711867218,15489.2933746567,20814.8698251724,33675.9062376251,36323.3782188568,38433.1717528534,19778.3409217453,11930.5017112274,12498.3347028198,20686.4771916122,11018.7726586304,87167.9901752777,50543.4053182144,21972.22607901,15133.2484398041,14571.6681564407,10961.3066878662,13972.4579583664,17970.5390887146,26317.8346138077,33047.517457489,33248.5107498932,17957.2924513321,10458.8002913742,19796.9176435242,20450.7555827255,16461.9876843414,82461.3384660187,11426.6850577393,22513.641313324,18147.5252797623,,,
Biotin,C10 H16 N2 O3 S,244.0870,2.87,58-85-5,9266.32601048278,8695.05123464202,9748.86703426362,12743.8414467697,11399.8140879745,8651.81246817016,8784.5487158966,17952.6224020844,14050.9957630463,13310.1680007935,6298.93962577056,32413.8961585235,7393.01506249236,1291.08320243836,4329.100699646,11451.3657189026,4097.97527046967,5177.45866487884,9608.87668812562,11744.0419355469,12135.1778889847,9489.67750026703,12240.2645363007,7281.62825785826,4377.89437409973,6664.47965625001,10199.3364498825,7448.95657059479,10802.3713599777,9970.51878383638,9383.26905056764,6883.37201796722,8815.62151036071,7131.63057900238,8299.99261301421,4617.48773522186,14303.3472635651,4784.72215510559,5431.72908744049,7641.54680839538,6438.60692186736,9208.06243214417,5275.67550383759,9455.30400336457,7543.87803184511,4857.73300237273,8568.55424053955,6398.17618829347,3366.90681890106,15551.6245564652,10769.0342463989,15275.5950222092,10905.5973169861,41204.8358660126,88584.0796407165,5791.84539802551,5305.66529116823,4821.31763056183,10130.0391195908,5389.64788748931,4476.93295375824,4691.0182763214,12539.8382331391,14631.1272363587,14790.8583972931,6209.09451539612,4933.98501098633,10592.140828598,3815.94087748719,10668.986230011,18753.0166019058,4160.30869400024,2724.74262415314,5050.49417346192,13762.8767665482,4275.95085133362,11042.8131340256,8264.32829305267,14718.998143547,4178.01670825958,10533.7669064331,6737.11823109435,5606.95843872071,12772.8852228699,8157.23387749481,8173.36957805633,408.653814926144,12261.8060268173,6147.79438790131,9094.37877349854,7613.61336852264,7168.27259823608,8681.98691137694,3939.76379951478,4745.10894998932,9846.24476598358,,,
Palmitoleic Acid,C16 H30 O2,254.2250,0.72,373-49-9,153140.777275673,150824.068074127,149535.237931046,157560.783105743,153776.132236366,134430.049319061,128759.712007202,127163.298557724,158762.944065437,135414.285385849,81898.3626295853,208085.880615768,78742.0317833862,83398.5824933701,92810.3904674606,105923.09637204,109549.003128197,55139.8120595551,55247.3452030182,109867.446095162,93595.0447415313,114446.673766548,104431.599300049,106126.633334618,69713.6639232712,70803.4204769745,90956.0873379822,141357.72738092,255204.284818848,117199.926357101,96864.8925128097,208258.227455429,249168.812031944,76718.5209245529,87889.61199057,112206.73068248,100927.986167992,135033.876672424,127101.178554627,108534.291992981,103243.744127838,93341.0363955689,117823.485697449,186201.713857971,216145.514120209,105851.863607269,194761.888230026,251630.010646034,71666.3478138504,173304.874739929,110972.90416539,189464.011519997,152749.127214531,277348.212959618,174147.707307251,75218.9324985123,267132.431903786,96557.7068391876,111004.937307579,95859.6994138947,95762.9676819305,143073.346510712,106758.625732399,77187.0560935822,92230.0337579651,109529.190668587,94916.5233703537,77775.9569832764,102606.364296082,113530.047138718,136207.948160202,198306.520658234,82345.6758280029,212508.421755631,256133.539008606,247583.534096039,120034.492926025,119756.506238632,276517.667630318,68336.1084716492,122246.184310959,101754.572025719,106550.371878799,130358.986029205,190434.821819847,100061.596526917,60862.7242439804,115947.465017822,144808.886403915,276132.012949204,99852.5914278412,82902.192353447,63816.8421398315,181300.984037918,92596.2179219056,110757.920472443,926.269540214538,741.388101997376,2559.08529074096
Palmitic Acid,C16 H32 O2,256.2409,0.71,57-10-3,2946359.38719556,2867169.91811609,2859879.31233435,2887170.24915674,3013062.15704932,2625976.42552441,2708918.92545178,2708642.34279541,2672057.806198,3126921.37154004,3929748.68759936,2803503.4015946,3090113.38798511,3411797.02466187,5371517.81255811,3518914.55097583,3532653.70343018,2642840.06000684,2420356.70306763,2516418.26340186,2781300.01354907,2438617.86116797,2968783.39293311,2910322.1172041,4102535.09499707,2551336.52424243,2579832.67702466,3371432.3490166,2618643.63522998,2650896.43777685,4121278.12953955,2714268.64921985,3450943.62438892,2745816.95538342,2894087.34139673,2643590.51946802,2208815.36766016,2338638.35463001,2811661.6672915,3110422.44209326,2794786.2221001,2886202.63686987,3932536.34134106,5106080.19142969,3348742.92995825,2238420.35873352,2643739.51456848,2840551.26433521,2746877.89426184,3268950.36345947,2907225.7027063,3220577.98456812,2749920.42173535,4107821.27309314,3740473.18680957,2684040.55699695,4250863.87179162,2864007.206073,4326961.97061218,3368470.58193103,3243878.59660522,3660312.39299023,2572091.73599512,3572819.81323535,3275453.84918042,3669079.20845166,3086757.74361694,3015581.43306616,2675341.86539111,3515223.01909521,3139255.97756177,5590562.83667602,3651741.30793762,3188067.95235718,3219592.70644458,4260607.67524145,3335678.35619727,4792849.88858923,3759736.5237688,2767541.75938635,3651460.84449243,3763536.70500977,3404801.69386743,3208343.39478589,2553211.79343799,3322896.94124341,7218469.43063366,2529667.9830918,3327301.8982644,4094788.37574316,3500319.86925354,3213698.80857947,4446549.51108838,3392369.28046558,3030847.34397961,2665663.68824854,71733.9447115478,71947.5929755859,114727.552436279
