Cmpnd_short,Cmpnd_full,Formula,Mass,RT,CAS_ID,p_mix3,p_mix4,p_mix5,p_mix6,p_mix7,p_mix8,p_mix9,p_set1_blue_546_R2,p_set1_blue_617_R4,p_set1_blue_618_R1,p_set1_blue_648_R3,p_set1_blue_669_L1,p_set1_blue_713_R2,p_set1_blue_773_R8,p_set1_gray_551_L2,p_set1_gray_573_R2,p_set1_gray_608_R3,p_set1_gray_796_L1,p_set1_gray_796_R5,p_set1_gray_843_L4,p_set1_gray_843_L5,p_set1_green_574_R1,p_set1_green_592_L3,p_set1_green_593_R1,p_set1_green_614_R4,p_set1_green_675_L6,p_set1_green_675_L9,p_set1_green_773_L2,p_set1_pink_670_L3,p_set1_pink_672_L1,p_set1_pink_686_R1,p_set1_pink_751_L1,p_set1_pink_754_L1,p_set1_pink_847_R2,p_set1_pink_847_R3,p_set1_purple_552_R5,p_set1_purple_552_R6,p_set1_purple_605_L3,p_set1_purple_608_L1,p_set1_purple_611_L4,p_set1_purple_621_L1,p_set1_purple_843_L7,p_set1_yellow_599_L3,p_set1_yellow_666_R2,p_set1_yellow_670_R3,p_set1_yellow_672_R5,p_set1_yellow_751_L3,p_set1_yellow_751_R4,p_set1_yellow_847_R6,p_set2_blue_561_L3,p_set2_blue_592_R4,p_set2_blue_617_L3,p_set2_blue_617_L4,p_set2_blue_669_L2,p_set2_blue_669_L4,p_set2_blue_675_R2,p_set2_blue_772_R1,p_set2_gray_551_R3,p_set2_gray_610_L2,p_set2_gray_611_L5,p_set2_gray_621_R1,p_set2_gray_621_R2,p_set2_gray_796_L2,p_set2_gray_796_R1,p_set2_gray_796_R4,p_set2_green_593_R3,p_set2_green_661_R2,p_set2_green_675_L1,p_set2_green_675_L3,p_set2_green_675_L7,p_set2_green_772_L2,p_set2_green_773_R7,p_set2_pink_670_L2,p_set2_pink_670_L5,p_set2_pink_670_L6,p_set2_pink_730_L3,p_set2_pink_730_R1,p_set2_pink_754_L3,p_set2_pink_847_L1,p_set2_purple_552_L1,p_set2_purple_552_R2,p_set2_purple_552_R4,p_set2_purple_573_R4,p_set2_purple_608_L4,p_set2_purple_610_R2,p_set2_purple_632_R1,p_set2_purple_843_L2,p_set2_yellow_599_R2,p_set2_yellow_670_R4,p_set2_yellow_672_R1,p_set2_yellow_672_R6,p_set2_yellow_686_R2,p_set2_yellow_752_L1,p_set2_yellow_753_R3,p_set2_yellow_847_L4,p_solv2
pC11,Serine,C3 H7 N O3,105.0427,6.73,56-45-1,319504.0893,332016.0833,337496.6168,315897.9778,278974.2373,259387.792,262962.9966,311315.4341,330664.7719,310745.029,252320.8472,36073.7174,298970.9333,266640.6741,232754.0055,268680.5065,181689.1153,245082.9748,243826.4067,307930.1012,346341.6601,138573.4338,293448.3434,215364.9357,222108.1152,211267.3265,271015.6097,334654.7393,327797.903,285967.8481,295406.5072,256406.4446,244249.1285,265080.925,311480.0368,336442.8456,357732.3668,229495.2409,240362.2999,243122.9422,192711.4415,296569.4126,271621.4509,274776.8327,195548.6031,230864.3431,259379.4397,246209.3233,227883.3816,343366.7128,310181.1663,322734.3198,323049.2206,98909.70229,119166.9597,265081.0115,58892.87246,260014.1842,371200.6662,242136.8702,201529.63,224617.3886,390711.7416,366489.0395,390893.6707,227398.8411,249396.1952,232138.4914,337429.2557,409718.8543,48466.5475,290697.3876,201210.8326,287704.4414,229871.6641,320426.6156,208838.567,314263.8137,320353.1024,403021.9243,339596.4279,292558.7772,286734.4101,204560.0234,220585.2666,31400.24149,304363.6819,258557.5833,262765.3528,230769.8212,267374.801,273877.8683,261547.2555,229273.3055,291470.1231,3676.632198
pC12,Diethanolamine,C4 H11 N O2,105.0787,6.56,111-42-2,28394.12026,30613.5517,29303.24906,25631.45688,29449.03892,23624.39189,26762.60972,24727.22038,24513.04776,21046.23486,250587.9824,15855.75923,17361.40914,70601.3764,292774.8958,30923.95719,27190.74774,26372.39376,24597.37079,32689.28696,28943.18209,25005.80168,47978.32556,24733.29825,23662.8879,17365.16249,24358.15335,44839.90813,18665.57287,26228.92654,25812.36559,14531.98129,30974.38194,33636.45379,21788.53378,20075.7866,25813.95049,13563.52715,45204.15955,11993.64768,16929.08629,40932.96432,77970.83357,110787.9835,55124.13597,25026.88721,13621.6894,62038.53122,25238.52297,20217.9812,146747.7865,15723.75401,35843.74479,20030.01893,23329.04082,38658.99751,29516.83636,20558.23519,23333.19478,17699.28572,22488.54001,82628.65709,21901.93585,20315.22189,22218.88175,20398.31666,23583.29712,82634.15492,73108.65449,21748.82083,80017.38076,25567.06583,18847.5388,23184.46555,43914.13257,31781.83227,41505.20603,25569.26551,38038.27288,31623.35058,28839.818,26923.95503,94898.57677,20760.6938,21518.1712,15193.94742,14683.90546,24896.52095,40018.11506,58462.32497,41592.00392,47045.1856,22590.64711,53667.31843,18101.72044,3948.161711
pC13,Hypotaurine,C2 H7 N O2 S,109.0198,5.91,300-84-5,551623.4663,551636.4567,547856.2176,489073.613,440979.0392,419390.4828,361658.5822,536401.8479,464443.4258,496365.1885,368553.5085,143404.999,330345.6864,415708.0479,366321.9111,454534.7291,355611.9996,281783.3461,305793.7945,502184.1627,472106.4948,217199.6201,416464.294,383794.1396,345483.3818,315580.8582,412525.3215,381559.3099,593582.549,478193.4986,458620.4821,385534.0778,401050.1191,338605.3486,406057.5666,510731.9837,511360.5676,417384.8538,417652.6252,328278.1373,381333.7291,486634.9136,653883.2174,593067.3423,365636.7958,353124.1464,382393.256,406212.0933,300710.9722,580784.7153,421660.435,445525.3711,389546.8098,164420.7204,185776.2019,428243.8868,253792.1137,395669.0383,536852.0827,358411.5132,410479.3213,405343.7822,561637.4832,556622.6469,627547.5859,430722.0202,308233.6059,431327.0986,551540.008,630225.0374,185254.7719,422448.0744,310233.0327,564302.1107,437995.5315,542623.2417,445715.7655,510773.3059,510919.4202,674562.0268,540266.5153,505641.8051,380643.6423,348204.1074,342593.6348,16806.11451,458654.9018,628550.8763,508716.0778,403576.3155,344177.6964,425779.1794,344074.2823,438619.3801,454526.7506,342.1390002
pC14,Cytosine,C4 H5 N3 O,111.0435,2.18,71-30-7,81323.20806,80648.88472,85886.28254,85381.88654,75680.58908,77375.86613,68965.63664,57422.8313,54642.33061,41527.38245,94182.00818,55427.34273,65269.99126,89378.80326,40007.73067,42783.7813,58410.39629,77104.26171,61586.02268,110640.9195,107940.6072,169876.0116,55462.65376,165093.6318,52701.32586,69808.80241,54112.54045,82302.18461,95546.50008,128725.1183,69170.71246,77187.18877,69182.52749,55417.55648,71636.76967,80526.93159,87158.39636,85312.82407,80141.06883,90951.26894,87089.69131,92252.72345,78723.45885,62074.52856,77372.86915,101118.4007,73857.66114,56456.34854,67331.71484,106576.1086,48147.75287,39721.84714,38985.31823,218013.7754,287062.867,58149.36,74722.33856,63591.21519,64730.3165,69477.02826,89315.58205,96234.53839,119904.0815,97156.42324,86124.54183,87506.81377,38343.7343,17358.31507,75822.01517,96002.8013,52395.44782,106116.3388,77282.7369,71097.84954,67543.58999,49503.20701,68357.01522,72437.59472,57971.04527,126186.6641,57040.10114,126603.3481,65280.42623,58944.61485,39064.16209,9833.471084,86635.48095,81017.32474,61348.7783,118202.0204,78187.66559,75425.331,52159.96007,55261.90596,53512.51231,2241.906474
pC15,Uracil,C4 H4 N2 O2,112.0274,1.2,66-22-8,70157.86987,74974.46462,70950.74273,66410.03883,57304.48525,52958.00651,49452.216,111239.0518,74933.41169,47087.41562,39450.83833,128788.5328,56389.41164,18113.40751,20353.37235,66078.38742,25427.5329,14186.6756,38717.65736,18224.09945,24602.00545,40270.42196,58515.04821,45324.4579,14981.14069,23905.24035,30275.34234,48374.30119,57862.54767,43136.51229,21534.82761,48440.93236,42447.08716,29870.16271,32802.19065,32970.21162,64302.33741,30520.11922,35775.37581,29832.91693,26236.80623,26649.61057,55530.30863,45001.96406,31022.17241,22771.58199,48007.96904,35404.34038,22146.7398,68440.16803,55215.32855,93219.08299,93720.24763,190492.5394,232737.1767,22304.22527,22946.7142,27374.21237,49383.1464,30707.64841,16832.52532,27306.55047,33290.56735,43816.53725,60576.06731,56230.43325,52667.94652,34916.19271,28853.13429,57775.77308,27861.7299,27124.64109,22041.58439,90849.58727,25598.87472,34683.14074,33518.8026,87361.92872,31284.65475,80993.26008,31552.15217,45126.14603,88900.34561,31328.59171,18301.47329,9870.337294,18654.83701,58470.06967,47902.04423,32868.24383,35557.5445,20966.00202,31513.20499,34971.49526,36227.83001,353.3492266
pC16,Creatinine,C4 H7 N3 O,113.0591,1.77,60-27-5,350090.7709,349482.9421,345357.3841,300355.7102,253837.5751,258034.243,231187.9511,564425.4818,295801.2164,376777.1769,503803.7954,157694.6664,327070.4984,361664.9639,329866.6262,287194.5191,296523.9525,112009.7016,217931.4951,305253.7852,243134.9608,268484.8034,209877.5331,430223.5785,349061.7069,226581.0384,129310.8137,330200.1723,338135.7888,268716.8244,416931.9853,295864.9774,375438.4729,344588.157,249413.1579,225292.9527,426866.0338,207328.0152,300793.6825,281923.8216,358675.4608,286907.6947,569850.6939,493037.0449,389041.205,279040.8373,239574.3718,264373.7905,187836.7092,404194.5039,177500.63,230506.5144,228194.6577,278482.9546,348211.4791,268422.206,105072.0228,176343.5596,269219.0483,258672.1573,320495.1193,283473.1916,320983.5601,294221.5677,475685.5346,222397.1368,199983.3832,200487.235,283378.0109,347491.8802,144376.4076,281356.1206,177822.8761,270682.7809,322591.5623,293021.4468,499436.4721,359001.0569,313022.9701,307831.2355,189084.1736,193395.5059,309546.5188,166638.1197,216502.0203,92142.96171,193246.3193,320619.9063,342769.8168,376808.2914,218466.802,734508.5709,205350.0112,364971.3729,270785.4274,8229.106879
pC17,"5,6-Dihydrouracil",C4 H6 N2 O2,114.0422,0.78,504-07-4,4684.038951,6796.380343,7990.079384,7380.088468,2554.995589,3938.768103,7428.333142,4638.505404,5183.199491,2631.348785,5899.101771,4245.494561,5906.183901,4942.721347,10263.21301,3201.986806,6246.305887,8885.665703,10639.57462,10061.26797,7966.007989,5673.682339,5032.886215,8071.260609,8235.055208,5775.096357,10121.5391,5581.557842,4316.773286,8501.766185,3716.172826,8527.000729,7016.082551,5881.798501,6745.637715,4152.971115,5448.820997,7201.865426,2349.346713,4862.223886,4745.512785,4665.461673,5389.074499,12202.53576,5963.558475,3485.061615,5049.904267,3118.961348,7553.889872,7796.805372,5014.214844,4613.121388,5401.34045,8231.944685,11671.61911,10016.20636,11179.03004,5118.492707,2477.373855,5581.950752,7721.854905,10101.01752,11003.90575,6254.094959,7405.274212,3088.790482,6908.30503,6244.738967,9581.319405,5867.439763,11593.31503,6193.140645,3162.384066,3622.053031,6046.347416,5407.390519,7705.772019,3014.570058,10849.06455,5810.328543,4603.843351,4879.622598,6363.766008,3680.152996,6838.559035,8805.354309,5990.294485,3244.540594,4972.096978,7936.468118,6938.637539,6484.945765,5485.461949,13799.10611,11579.3249,1352.491494
pC18,Proline,C5 H9 N O2,115.0634,4.87,147-85-3,8819362.845,8875558.591,8830030.444,7913304.725,6976147.562,6691397.31,6082931.345,9047717.662,7759394.465,7600857.014,6615454.259,275528.373,6573307.643,5769326.117,5326586.69,7603633.544,4809879.132,5409590.054,6001618.732,7638568.085,8420569.794,4761179.265,7987236.199,5804622.141,5535654.549,4468970.774,6009654.521,7613290.845,8364931.608,6860721.531,6724932.579,5994048.622,6534350.897,5139244.408,7259868.846,7924660.183,9575573.869,5050473.368,5292887.22,5333053.804,5285004.513,6401502.254,8509212.76,9437780.151,5387469.27,4267290.03,6607402.545,6259623.247,4788386.017,8932859.917,8221713.293,8460458.96,7722976.249,956056.118,1280382.774,5691403.295,1231045.494,5362960.003,9166246.692,5303648.884,4967508.544,5928515.019,9348554.419,8679049.422,10973079.25,5048572.337,6893094.575,5042260.76,8435120.924,10651369.31,911755.1986,6604620.521,4925465.08,7205303.977,5525622.797,6948274.223,6937998.236,8939051.886,8600897.461,9935421.244,8124320.536,6421210.777,8211945.246,5172709.834,5191944.667,704027.0858,8541252.788,8498301.655,7697334.457,5506588.621,5982870.739,5778996.906,6353176.644,6396379.121,6700030.866,39677.2932
pC19,Guanidinoacetic Acid,C3 H7 N3 O2,117.0537,6.25,352-97-6,18154.50869,16355.14041,18889.7339,15394.71598,14234.11428,14851.66622,13901.29669,20673.27108,15977.4422,17905.40816,15476.73253,2428.296009,14435.35789,19136.88318,13573.76444,14945.98643,10619.54318,9933.676829,13777.05557,11945.80395,12122.24132,11452.76578,12270.57613,17817.8555,8648.612006,11027.04988,12857.10781,19654.73197,18938.07035,11783.51153,16068.13227,17524.17763,20987.3752,14326.53593,13592.67837,14629.30163,15840.9813,10427.00123,17483.81818,14791.78621,11491.5792,14161.48325,21894.66772,15082.91819,15459.90673,12057.86906,15115.0044,20707.02408,7729.932793,22797.3094,13899.36473,17003.02145,13992.40545,8681.628897,8777.972282,12171.53087,9470.658495,11066.18548,20230.88631,14467.07158,14761.59106,17014.32986,12853.71248,15376.4399,19148.39433,15500.77515,10531.00539,9760.763372,18099.1505,17587.81874,11280.74403,17158.14772,14078.3745,20791.80238,16971.10085,16131.93396,11364.57723,24462.74639,12094.27295,19773.0865,14604.17267,17144.88568,13825.3401,13340.07149,9404.960898,2278.698855,12088.02053,17883.26298,20311.84972,9868.0118,10895.2663,12569.49284,12250.40224,14103.16012,15507.5532,1470.06196
pC20,Valine,C5 H11 N O2,117.0789,4.56,72-18-4,1355453.027,1332395.422,1357820.478,1165244.979,1101491.466,1057442.666,932287.2848,1624920.484,1425117.379,1396582.57,1041739.746,547314.7854,1129416.897,775683.0867,762999.2427,1160963.166,520265.1446,785192.2177,958589.1331,1040135.331,1148272.561,895795.7381,1221620.273,1061699.548,698958.7605,849226.8332,1003064.973,951794.352,1189231.191,1094873.188,1031456.724,978661.4891,922948.0071,992253.0822,1098287.839,994634.9317,1433193.16,627501.7532,792659.8702,774083.8838,626713.4804,1026356.918,1151064.11,1162701.952,785052.435,767547.3389,1066962.006,1058390.895,837793.0325,1303110.601,1321684.169,1431388.455,1577110.779,1036311.861,1302119.93,854006.2975,313558.7701,748594.1314,1666428.528,725179.6234,647415.2414,607145.4032,1414532.115,1548438.853,1808366.632,778742.064,1196759.476,652808.6422,1170052.807,1652662.695,208728.4863,830202.8713,749052.1195,1378340.411,757842.3668,1227708.59,1110586.716,1263319.858,1235652.582,1481754.934,1048912.662,1090820.316,1427971.035,574175.9747,823884.689,194309.2546,1163864.72,1017770.665,1149099.617,887102.3145,848055.4227,1212528.827,810678.0605,804574.0127,1092334.829,103248.3174
pC21,Betaine,C5 H11 N O2,117.079,3.88,107-43-7,13997385.99,14147042.68,14194237.83,12438127.68,11943191.39,11178419.06,9642818.379,14688978.3,10221837.37,10752783.83,10088826.9,7474613.634,8019752.183,7148848.696,7374924.863,9837533.906,9670921.344,9478895.378,8904853.322,15541371.82,13444344.43,6955989.519,11048862.66,7704168.062,8542063.633,8978275.765,9781759.946,9217282.988,11005302.91,9559694.925,6820307.134,6543280.422,7680063.053,7496345.126,9145136.127,13512565.52,16338758.44,8039643.723,9880896.756,11923377.56,10932252.72,11453435.05,8834032.027,8348808.695,8836837.745,6651429.129,7402270.32,6910814.794,6317147.589,11363520.78,11472301.51,12455479.34,12857321.02,4784518.532,5481357.452,7885845.824,5363165.536,9027451.393,16069615.07,10078821.2,9129373.622,10122899.84,18636309.21,12493860.34,18293238.08,8175998.889,9279306.469,8165286.257,11318414.84,15179438.93,5919939.666,8799304.469,7875586.968,11424081.18,6772200.361,9797022.951,12490115.44,9170726.917,9501906.807,13729138.42,11773792.71,11241663.1,11701593.83,9683774.722,9079546.403,1623331.902,14727995.2,10544453.34,11791812.77,6998881.559,7911141.482,8126677.569,8305493.478,5921432.879,8003400.844,208779.9051
pC22,Threonine,C4 H9 N O3,119.0575,6.04,72-19-5,462888.1539,469304.8691,457244.0459,427880.4668,381312.6946,370536.4976,325299.1344,580238.3118,455149.1224,428136.1648,398924.3023,211853.4706,371718.3322,456107.2886,304400.0215,436156.042,233388.6541,233709.9322,335306.5253,299101.5245,358655.0058,311127.3851,399219.4921,416113.5412,247578.2249,258910.385,326934.1031,495811.0078,481754.9708,339948.8217,357651.1278,378286.8663,417276.4142,344038.1744,396580.3542,389071.449,419702.3554,223641.7651,300535.1691,324667.6877,202993.4669,323269.3751,501429.6512,482383.2102,336324.8403,241666.4259,368195.6692,425179.0534,245276.4412,458673.3159,409721.5434,452385.2322,471511.639,347499.6355,407684.3263,289466.1775,183055.6523,269934.3532,519706.9784,325270.217,243001.1079,265047.6155,371234.8382,424415.9838,527384.9435,344573.1217,289031.4747,260488.5219,402137.8749,425267.495,104809.4908,471394.404,328581.8265,464612.031,342389.8484,390190.6028,332734.6634,523502.8549,456458.43,550768.8801,387818.2303,392162.8977,417115.4772,265344.8255,230870.1308,28602.99605,278164.879,477288.1826,464431.5328,290081.3376,283891.3453,407711.2277,351933.732,354484.2932,355283.0448,4171.827656
pC23,Nicotinamide,C6 H6 N2 O,122.0481,1.02,98-92-0,207009.095,209498.8899,211467.4576,187391.9371,166930.281,161608.78,152003.5908,302590.0332,216472.2303,178205.4954,120695.0186,103748.4459,143608.6553,116497.5229,119542.604,189346.8965,147942.9491,91178.61746,113968.0748,166485.2892,187905.7832,150833.7638,236484.5158,137782.4946,130695.7243,148172.1976,153086.7689,187651.9272,169160.3567,171586.0316,112157.9085,103634.0012,109941.3216,118797.8458,166196.5637,173344.8623,195899.5553,142674.3695,145189.5181,113669.5536,105480.7509,152417.2371,161821.872,119945.8273,116562.8533,112934.323,96467.59103,116184.519,89980.39474,233822.4,249635.4815,251868.2904,219016.0964,106041.4119,138058.107,177471.0528,83752.05511,136349.9783,176201.9385,111931.038,115810.7132,146499.8758,214994.5184,180517.012,254039.8468,133668.7056,121393.9842,177170.6892,162299.7147,287175.1916,94669.01475,106553.4914,110208.0067,137627.3479,86261.93752,205519.4155,114989.7093,175706.21,193651.4622,203314.2206,165535.1055,122564.7186,176013.7754,141640.0322,156840.9272,82888.53686,154520.9599,174893.1385,139943.1032,137540.4593,129877.7459,130959.4595,136827.7064,121942.5222,177933.2557,6142.471447
pC24,Taurine,C2 H7 N O3 S,125.0147,4.36,107-35-7,6701933.468,6810509.796,6813164.179,5976701.253,5794716.239,5297256.77,4893835.901,6025461.216,5656038.457,5442698.689,5286073.001,2681001.808,4937182.579,4686218.687,4368857.76,5805062.343,4665623.505,4264300.975,4602662.715,6253055.825,6461689.156,4501896.345,5436375.357,4363866.904,4350548.43,4306995.343,4927616.425,5497735.982,7069809.299,5768703.077,5797442.707,5129616.101,5403762.857,5274462.794,6004423.112,6413221.594,6729513.78,4868453.858,5424752.547,4942223.087,5322281.218,5822029.66,6784263.28,7029270.24,4982360.309,4855377.707,5188096.531,5630483.936,4638330.425,6424483.862,5597075.483,6071053.631,5984296.225,2627798.15,2952803.933,4834221.893,4106237.978,5256638.379,6881261.628,4467446.311,4720791.764,5685058.588,7049341.865,6182313.764,7356018.352,4875670.055,4828812.532,5048675.939,6269765.826,7198385.507,4253187.807,5103462.53,5022525.435,6490794.595,5252578.457,6548249.719,5196092.965,6782235.834,7122594.839,7145140.082,6073745.794,5807721.25,6229606.942,4708340.626,4149283.591,843618.7314,5641832.72,6918406.803,6193071.604,5344146.135,5234357.336,5275748.704,5376610.715,5442616.883,5794798.577,2658.29378
pC25,4-Imidazoleacetic Acid,C5 H6 N2 O2,126.0424,4.59,645-65-8,1713.840014,2285.063333,3441.782685,2537.520954,2297.170904,2777.844544,2698.26408,3127.852073,3041.351591,2138.56118,3607.883773,1062.381189,2001.410924,1365.782999,2318.940027,2901.921387,2129.527895,930.3053918,2440.258801,1808.377157,1666.785548,3013.956895,1939.189878,2870.241836,1310.716828,2107.806322,1295.412539,1034.174785,5298.581889,2950.644184,3307.939045,1504.773369,1794.062564,1837.13977,2884.049671,1698.332817,2131.418674,1166.729749,1706.366137,2659.945566,872.042878,2529.355967,3166.675688,3081.608535,2478.623138,2804.871386,1097.852817,1168.043414,2807.840241,2035.232728,1924.334395,2571.619904,3675.142778,1955.706369,2739.896437,2407.464178,690.5027322,2390.332821,5230.240049,1656.317772,2514.736075,3034.152417,1762.404446,2777.295267,3592.717333,2204.107738,2226.661528,2728.838856,2010.880975,3038.279956,1149.776134,2111.484588,3948.117762,2992.039721,1610.920632,4571.41192,2430.198462,2278.746653,2448.061522,4134.921946,2534.786555,1988.104238,2500.716636,2390.734997,1184.7248,780.1045324,2131.969872,3889.700329,2946.419725,2228.970727,2956.866429,2190.961022,3332.626798,3035.066784,2743.355475,815.8206411
pC26,Thymine,C5 H6 N2 O2,126.043,1.18,65-71-4,120753.5157,121655.6035,124554.2317,108040.4252,98822.95261,95674.46452,86336.08933,148620.0333,45930.77122,76903.44255,118385.0304,63101.43079,31264.61549,55099.26435,63171.03143,34959.35614,57872.32081,51471.74013,74655.00597,89096.50793,104795.3119,157776.9535,92108.78186,216910.7908,99222.31039,138546.9801,119944.4699,123660.491,222109.6217,120130.261,141992.8547,60351.43392,101666.1757,117673.4425,59621.19625,98919.21603,165467.8968,81328.80445,66405.8502,135861.7665,43886.7218,103901.0333,94331.8796,124447.1648,100773.987,111896.191,85438.5393,35656.81063,71691.19434,337470.6973,126832.5262,79365.40754,45921.06503,322562.5805,384227.6094,141191.206,82425.89932,79450.19889,59609.36655,149240.2783,58149.02675,58682.17236,146294.1319,136221.1228,188759.6564,106626.3438,51063.23031,157399.512,175005.9347,276523.6105,43831.08729,132929.6845,71106.01088,96585.64442,27872.9802,353776.7926,153057.0736,42568.17809,57861.59943,104379.0694,55793.98938,103422.6387,87936.7984,86600.73433,55904.00589,37953.93983,104645.9096,46877.58209,69242.37585,62548.51099,79408.54992,227694.9981,79887.53855,124040.2936,65717.55824,1101.300302
pC27,Pipecolinic Acid,C6 H11 N O2,129.0794,4.84,3105-95-1,23169.12328,22492.33063,24409.47412,19864.39924,21505.21811,16757.43528,18211.96051,24910.30145,18115.00966,19137.56034,17547.04737,8799.224293,11705.49943,19534.60753,15535.34895,19034.69818,16387.72153,13128.40998,14905.60115,22748.34073,21431.3001,15509.23578,17643.22704,16484.13113,12095.16352,17806.61807,18494.0146,18488.01897,21905.91364,18670.71611,16772.69513,14967.61617,15943.73671,17052.87734,22821.80735,20310.85308,23826.43031,12784.30355,22010.40617,16354.22338,21143.64127,22144.99428,19976.44028,21778.21933,19000.19745,15828.08849,15528.6273,20178.21238,12947.27119,22366.71483,15907.33887,19206.20706,18332.51719,10445.63724,11708.5749,18652.19372,9808.199222,17397.02046,23244.60731,15082.01792,19422.6289,122204.6133,26852.44129,19690.97576,24449.89211,19822.19882,14314.50326,21158.051,23066.91804,31949.00478,8251.85838,17772.11261,18091.66912,25529.40074,15837.3111,21764.76417,15053.43457,23054.78616,23791.95122,21186.19345,18628.13524,20093.7772,21161.40284,18224.06281,14883.64568,5143.280064,18602.98018,21552.00764,24067.53503,15366.27134,17013.84011,17799.26028,15205.35602,15346.86442,18892.25286,5222.958577
pC28,Ketoleucine,C6 H10 O3,130.061,0.78,816-66-0,11611.19891,9646.450195,10747.45047,11075.58933,10783.39783,10872.30334,9480.553425,9856.591031,9541.78891,9954.155788,11287.85457,8074.615816,7611.592538,21210.82,13861.89376,8570.92867,9164.361618,9899.666756,8793.616057,9296.006138,9334.99169,8219.688998,7601.501401,11625.94235,9298.615501,11600.4432,11190.72786,13567.84859,8015.867302,8874.502789,9375.848079,8887.564015,10586.41579,13943.86358,11488.21183,9234.883294,6955.941208,8414.769281,11235.58953,10286.91533,11964.30711,11087.72648,10929.11232,17130.8898,12133.14278,12701.17954,8348.75235,10166.91885,7800.592237,10093.0494,9939.384558,8313.162207,9227.980503,11105.6926,12924.57112,11892.57186,17027.57907,12048.14959,10687.1381,9753.777535,12596.29516,11289.45853,10646.26736,14260.08496,11187.51983,10711.93278,7795.156453,12565.98045,16326.67886,12515.57837,25480.36405,11243.29678,10308.24769,10932.50438,11767.89179,13499.71549,14144.78019,10976.74586,13225.86786,10267.01648,8897.615455,8471.489584,7135.883424,9584.479132,9294.396529,21424.00411,7132.888733,10561.89179,14189.42956,9985.05917,8932.689155,17396.4112,10252.69944,11291.7005,9020.522475,4878.145807
pC29,Acetylputrescine,C6 H14 N2 O,130.1106,7.47,5699-41-2,25825.31552,28498.89013,27435.65723,22955.58075,22867.80821,19843.05646,22399.43748,41860.11971,30384.55563,23630.8724,20586.26375,4898.227753,13457.56606,28356.51538,15697.93678,15969.28052,15268.06565,11212.65034,15818.80258,21613.79707,22433.59733,12950.03019,22295.18283,15612.99504,21204.41977,16014.6953,18985.03332,17319.97669,27561.2294,23073.00392,20435.0481,14434.49468,15522.18613,15224.77935,12302.765,21420.9579,23004.33387,14552.46886,18190.37683,18542.62977,16705.20852,20216.37065,27006.53256,20974.25644,19508.77119,22323.20471,16280.83043,18133.17767,9893.074597,17204.54309,25394.38962,25566.79377,25783.18188,10289.42923,13734.44133,20382.00963,6069.627004,20143.41868,23409.68065,18045.79559,18575.33107,19586.99636,23487.83776,21255.14107,31673.02235,15807.99524,15880.95059,21108.11262,25604.44503,33806.28372,5254.634442,34206.78328,19654.76919,30911.29425,18434.9271,19842.85408,29010.40237,23220.28252,17424.04075,28388.294,17484.57036,21687.8676,19553.7431,13155.64853,19196.89061,4111.793232,22242.48728,23598.08986,33386.79446,18894.23593,19284.48664,25086.28795,27549.13468,17460.5669,14843.57974,1730.342159
pC30,5-Aminolevulinic Acid,C5 H9 N O3,131.0583,5.93,106-60-5,125735.3864,130511.0768,121506.2105,114176.611,98291.88459,100426.5637,80952.91432,118127.0602,103631.8638,101926.7773,93380.58699,2161282.214,70820.61819,69657.31068,2089.018546,93793.47566,62626.48495,55140.81364,60698.64535,132124.6635,132141.3634,65941.10136,84853.99531,60783.9395,62779.92478,57548.50278,61279.00856,88305.75234,115750.0743,91181.33366,78702.27179,73358.54391,77641.80293,64879.48145,92126.13163,114140.1077,144693.1234,66642.84781,87284.98602,109882.9103,88623.25947,109616.0481,97737.02723,70116.55391,59492.67787,57248.61753,75121.25585,79016.2653,2538.837615,141518.4343,91113.32295,125420.0943,116599.8809,1892.006983,26924.35698,61581.84341,2623442.679,72910.47229,111935.9121,103290.9032,58825.72383,83945.541,130567.3916,85279.30449,129667.1102,72684.78039,68660.54871,60717.84892,88669.95794,151151.2312,2832173.143,81706.68691,64586.17902,110327.5365,2639.726681,84022.68368,2348.454139,125343.7966,94697.40963,139857.1391,104655.4686,94010.03998,111916.2823,87618.2446,1974.243512,578081.0165,136973.9997,97690.57293,85523.9115,64344.80598,79432.21622,3764.6446,77466.20309,48442.78724,93250.65853,
