Samples,Mode,Diet,Genotype,Set,Type,Litter_ID,Emb_position,Prot_quant,pC1,pC2,pC3,pC4,pC5,pC6,pC7,pC8,pC9,pC10,pC11,pC12,pC13,pC14,pC15,pC16,pC17,pC18,pC19,pC20,pC21,pC22,pC23,pC24,pC25,pC26,pC27,pC28,pC29,pC30,pC31,pC32,pC33,pC34,pC35,pC36,pC37,pC38,pC39,pC40,pC41,pC42,pC43,pC44,pC45,pC46,pC47,pC48,pC49,pC50,pC51,pC52,pC53,pC54,pC55,pC56,pC57,pC58,pC59,pC60,pC61,pC62,pC63,pC64,pC65,pC66,pC67,pC68,pC69,pC70,pC71,pC72,pC73,pC74,pC75,pC76,pC77,pC78,pC79,pC80,pC81,pC82,pC83,pC84,pC85,pC86,pC87,pC88,pC89,pC90,pC91,pC92,pC93,pC94,pC95,pC96,pC97,pC98,pC99,pC100,pC101,pC102,pC103,pC104,pC105,pC106,pC107,pC108,pC109,pC110,pC111,pC112,pC113,pC114,pC115,pC116,pC117,pC118,pC119,pC120,pC121,pC122,pC123,pC124,pC125,pC126,pC127,pC128,pC129,pC130,pC131,pC132,pC133,pC134,pC135,pC136,pC137,pC138,pC139,pC140,pC141,pC142,pC143,pC144,pC145,pC146,pC147,pC148,pC149,pC150,pC151
set1_yellow_599_L3,pos,1percent_Met,wt / ko,1,sample,599,L3,44.9,4823.586646,110770.8922,198653.3756,710944.4871,21542.68311,22493.98398,21766.00617,46636.10518,46170.1627,31911077.55,271621.4509,77970.83357,653883.2174,78723.45885,55530.30863,569850.6939,5389.074499,8509212.76,21894.66772,1151064.11,8834032.027,501429.6512,161821.872,6784263.28,3166.675688,94331.8796,19976.44028,10929.11232,27006.53256,97737.02723,97442.85237,4543663.359,2053772.724,1365243.412,585658.2891,354804.5623,495645.4203,502712.3326,1174012.005,11447.60449,94397.62772,15835.05649,215796.8733,297846.5359,587236.2981,1974202.797,37180.18717,4196491.562,1124759.271,200888.7643,2029.254576,679.1555437,3801.071657,2869690.885,3661.339137,15416.45201,423324.8781,7003414.144,1344618.81,11601.85507,66210.71461,1229.36675,18516.00881,3185.68079,2063599.319,20582.89711,26935.02882,107.1774917,662479.5684,66179.94291,7202473.877,20902.9366,4687395.346,116260.031,25639.74519,1434049.351,418823.8168,19485.29668,281044.2839,490801.7532,294362.5701,7186.175528,18330.63161,2115.346104,1247.481348,15751.25683,200770.3396,4096.343321,21406.78911,6686.991323,967852.7993,972.2176944,24970.07932,16359.03448,7848.509881,108130.3418,3645.253267,7315.720408,55145.51391,8023.872467,20268.67561,422275.7398,753.3290293,25680.21085,24749.50547,864.9672432,2270.812271,1733857.315,7508.748823,34221.32787,75823.6722,1291.66621,1126.118698,2746.298913,4072.676685,1114.999943,62695.17055,25432.94332,764947.0236,26241.74426,29041.12492,17700.63942,30365.20624,716627.5945,71609.31994,37960.33674,1007.016952,91983.62768,282482.7083,39112.63695,29364.77024,19663.29923,17966.37245,4647.550514,49004.99026,8709.668687,893.603304,606892.4568,106045.4938,15973.42066,8975.547159,13589.72739,2573.309228,11577.12591,270414.5475,33461.35894,395429.8298,18035.0174,8881.929192,9881.372775,7720.788331
set1_yellow_666_R2,pos,1percent_Met,wt / ko,1,sample,666,R2,25,2789.904976,162883.0044,167669.7084,672832.8811,37716.86677,38650.89269,38311.58446,51429.20318,50634.90374,57083113.7,274776.8327,110787.9835,593067.3423,62074.52856,45001.96406,493037.0449,12202.53576,9437780.151,15082.91819,1162701.952,8348808.695,482383.2102,119945.8273,7029270.24,3081.608535,124447.1648,21778.21933,17130.8898,20974.25644,70116.55391,72985.5632,3590749.841,1898883.439,1277263.543,306956.2722,399151.0078,271580.258,523759.1481,853938.4821,9126.615845,183072.0839,24062.6969,236704.6445,237825.3514,1008543.367,2092488.987,24728.03402,2948474.765,972875.5727,86866.20183,4168.235241,892.6551572,5254.943212,2742362.937,3445.711455,18355.25278,289917.6278,4699801.856,1389936.944,23825.78752,74100.84317,2099.861229,22733.25972,6101.942296,2255164.143,40279.95697,30095.8736,2381.716628,604965.32,66251.12526,6158175.41,4542.610202,2371460.261,110535.212,16792.49171,631229.4362,338708.5892,17757.89165,32691.78475,172736.0856,232172.8244,6213.805461,13260.09509,11477.46913,3444.167855,24843.34236,199327.4714,10852.90165,23060.9179,5204.53858,903557.0728,2232.651917,50317.21068,73101.14863,6734.755495,312012.463,7222.100495,4470.109694,216231.7028,9476.57594,16058.04698,277898.5102,317.2863147,292146.692,21050.85507,2875.349014,1792.494117,980961.6128,7586.644736,47280.90234,116000.6403,1075.12413,4095.387338,10456.15869,5634.351874,859.5885179,25246.70636,30309.1079,905380.4859,31717.26089,33488.84922,10176.99044,31920.07923,1012591.913,38763.98721,21613.4483,1641.264761,93674.24777,152539.5036,28211.93642,16162.59956,9775.774025,29374.02683,3440.869208,19382.1896,10794.23834,1023.530117,320095.9775,61308.34358,19484.34497,11424.32515,14251.51555,4479.004754,7786.887488,253837.2894,57450.03018,405508.6843,28954.77663,9837.938885,4915.403841,7494.887467
set1_yellow_670_R3,pos,1percent_Met,wt / ko,1,sample,670,R3,39.8,3851.831537,71369.31481,187750.5625,461519.1527,34460.57153,35175.71427,34555.11057,42751.71698,42277.56136,24272024.23,195548.6031,55124.13597,365636.7958,77372.86915,31022.17241,389041.205,5963.558475,5387469.27,15459.90673,785052.435,8836837.745,336324.8403,116562.8533,4982360.309,2478.623138,100773.987,19000.19745,12133.14278,19508.77119,59492.67787,59500.17722,3616374.53,1330438.86,885591.1145,442486.0056,311488.1128,532848.3082,454235.0285,753780.3761,5616.560372,94302.9859,13102.77402,158191.1115,250349.7054,230729.293,1464249.441,35103.8903,2686279.938,557641.1452,116031.2694,1384.178464,261.5297286,1968.783787,2032801.908,4292.360414,19292.24043,337542.0255,5557130.65,991996.1809,10263.22102,77081.24112,2067.163478,22704.53839,3305.636422,1530422.925,17077.26922,19074.05337,1454.90663,411978.9434,42470.0725,5013284.332,23249.82142,3541933.052,103853.0183,17248.45924,810233.1919,262920.3483,19096.79173,137969.9528,325414.6651,246696.0524,4925.079087,17383.90872,4976.316722,4305.003285,18063.89804,160372.749,7883.745986,19557.04196,6083.982394,310119.0274,932.5070224,36684.46667,16626.04718,7541.674182,136713.1324,3486.793915,4458.187116,73266.17146,1971.980449,37336.89806,276404.1511,5466.888649,17522.77111,27154.91624,779.2857269,886.8017056,1475170.115,4829.439817,48144.94647,110246.566,885.6960153,1566.896999,13001.70946,1943.386177,331.4130456,40662.78542,38650.6311,842229.5842,82897.43583,38286.30023,14270.98525,38130.98513,639757.3076,52332.37031,34957.12031,962.7633801,88176.46154,213606.0753,34418.20021,17751.75012,16252.80975,21582.01137,4466.592274,21076.35368,4204.092641,944.3227063,350366.1688,73617.78441,14062.24935,7316.376744,7492.915931,2036.730423,8943.272558,155912.11,25433.9556,203406.0535,24796.54415,6120.230754,8956.091251,6783.176453
set1_yellow_672_R5,pos,1percent_Met,wt / ko,1,sample,672,R5,49.1,4397.04647,62681.69589,153638.4189,479231.2838,25075.01364,25535.04511,24546.63368,32662.12321,31851.19655,29579732.16,230864.3431,25026.88721,353124.1464,101118.4007,22771.58199,279040.8373,3485.061615,4267290.03,12057.86906,767547.3389,6651429.129,241666.4259,112934.323,4855377.707,2804.871386,111896.191,15828.08849,12701.17954,22323.20471,57248.61753,56633.29228,3244502.512,1154073.244,773982.9184,423274.7748,266128.2838,426758.912,453819.9783,781743.8609,7681.17548,76571.16282,14874.78659,108145.9233,212913.0113,353159.703,1010406.229,26375.47141,3092548.058,511706.1731,134678.6844,3359.908322,905.8878632,3727.772383,1407551.914,3030.246879,17351.12486,301420.392,4566178.239,777280.2451,14762.54992,59769.35042,4939.830842,27747.10978,5939.338155,1221260.852,17648.54256,20225.83853,452.6579996,259917.8611,33347.26376,11388.7355,18861.59324,2295793.626,87158.36491,16069.00188,1028545.747,234385.4981,15579.13278,72263.12573,289808.4236,206904.8296,7154.54809,23021.31044,6445.371809,4129.787945,20134.89907,207318.3541,11643.66551,27469.05631,6732.096294,935186.08,1861.032102,34497.58234,23162.61727,8841.077994,218713.3435,2747.378848,3661.481374,103365.7741,69054.9023,24456.15272,313135.0834,2214.745411,29737.71269,25187.99517,1363.338174,654.833628,1152951.331,3944.33554,58426.65636,141736.3115,1096.031443,948.7938676,14335.60915,3109.954561,246.8110132,21858.54557,35918.98329,822640.9283,108049.5496,39394.69972,10040.5825,40559.25951,657141.9652,63753.56209,45123.76954,428.80108,106323.5803,174908.2395,27355.97291,13518.70219,9535.815403,9749.664046,8351.372849,22899.72753,3067.844044,812.77939,299825.5368,97431.9305,10046.95515,11653.10581,14247.93972,3002.838184,7658.540519,182758.3589,41246.48619,264377.5659,25408.40429,5873.10459,6607.672604,8102.91681
set1_yellow_751_L3,pos,1percent_Met,wt / ko,1,sample,751,L3,50.6,2179.386656,40380.20806,151492.6185,620808.6868,23557.57715,24711.63341,24148.99176,32159.16027,31566.80263,33792426.67,259379.4397,13621.6894,382393.256,73857.66114,48007.96904,239574.3718,5049.904267,6607402.545,15115.0044,1066962.006,7402270.32,368195.6692,96467.59103,5188096.531,1097.852817,85438.5393,15528.6273,8348.75235,16280.83043,75121.25585,77095.34636,3300924.583,1865287.6,1245879.638,345991.7426,453345.1096,468295.6666,360551.4127,809002.0925,4671.794512,64870.59007,10631.61219,161587.8915,279729.5956,1435636.908,2282831.767,15713.95069,2760994.415,774847.8854,134197.309,3567.287047,,5283.190668,2756030.19,2114.925236,20880.97892,351701.6371,5327778.239,1226538.985,11930.32184,85013.13396,289.6138906,6339.362145,9592.43213,1971557.232,10497.11312,17120.97138,909.0515928,529113.1686,57960.54437,5578803.412,4800.916114,1219313.336,106556.0587,11055.66915,810182.2772,369082.1105,28428.00217,28110.12708,321559.2807,339013.0458,17082.51475,16112.70823,3419.998769,3851.522141,13244.54645,164235.6412,2740.171135,18788.61278,3614.55585,273106.9866,2026.774394,26954.8662,28529.57324,9945.604468,176741.2904,3759.079665,3971.391164,99921.20674,3334.040318,13992.07248,200759.034,941.1912268,11681.26799,18186.20326,1095.881675,1844.223335,567205.769,9059.547732,16709.64507,33887.57652,466.5675944,562.0863646,1608.238832,4813.799117,277.0532378,99864.80204,20250.29551,474862.507,71759.30952,13746.60718,1568.067922,24641.45548,475453.0307,23857.24632,14348.18759,114.0796286,77530.56207,123749.2639,52808.50189,15289.0195,18426.21414,14589.38176,1506.167897,21518.28658,10220.62759,541.4906571,352626.4723,84957.56047,5517.422047,4568.945994,6264.435108,2091.194215,8020.63546,150251.6093,74260.22461,206066.6327,17454.1142,6668.461322,3443.932849,4675.163696
set1_yellow_751_R4,pos,1percent_Met,wt / ko,1,sample,751,R4,56.7,5124.43106,81867.64078,190397.919,620741.9327,27333.35283,28115.17701,27394.69461,37281.25556,36584.76267,25881062.1,246209.3233,62038.53122,406212.0933,56456.34854,35404.34038,264373.7905,3118.961348,6259623.247,20707.02408,1058390.895,6910814.794,425179.0534,116184.519,5630483.936,1168.043414,35656.81063,20178.21238,10166.91885,18133.17767,79016.2653,79075.76151,3665738.171,1777427.932,1186686.781,424584.637,435530.5804,569686.8659,313923.2154,580614.9129,5413.173193,67638.33272,10199.81665,232375.9491,252145.4717,985009.912,1856621.483,19496.7319,2915042.965,783052.7487,108956.8198,4223.655884,213.8294723,3390.718677,2409376.633,2208.770604,21694.9488,319232.5341,5541901.612,1188945.283,6699.40801,88027.75724,,13377.1381,8517.764877,2040667.892,23369.63965,19338.32812,2411.443521,459976.5213,53896.82227,7506312.15,12372.74354,1516333.062,108569.5669,6755.825234,659826.281,350530.4172,27689.07494,91306.5056,335815.5703,291706.317,7735.406464,12920.64833,3671.411551,4023.967525,6387.043459,72809.16849,3462.071692,10204.39729,4746.462816,257889.8682,1432.135098,26009.84882,4731.472463,7910.94241,66560.44767,4407.620959,5229.993953,46268.90946,10379.51379,18770.01094,230003.8567,7205.619518,262462.1015,18058.60933,,1863.675082,738863.9421,6793.164084,34284.93769,56551.64716,1225.655366,512.2261109,2758.035575,6506.906151,176.6128947,61292.28688,25756.13624,496127.4736,80519.58454,24878.37406,18312.3342,22737.57697,544994.831,43522.04009,26653.01175,549.6611241,100447.8269,141881.5481,49079.61476,16375.45019,23757.06611,25485.32039,7179.161423,19162.99102,6888.868154,415.3701105,430708.5248,114033.0453,5637.64668,5943.39047,6177.355756,3456.419593,9966.549213,171113.709,60275.40877,207257.7554,20874.93858,6926.370658,6536.513059,6410.834929
set1_yellow_847_R6,pos,1percent_Met,wt / ko,1,sample,847,R6,36.7,2022.286995,78351.00482,166028.5643,519484.467,17239.57247,18056.47041,17381.40889,25990.35486,25531.19762,35751209.29,227883.3816,25238.52297,300710.9722,67331.71484,22146.7398,187836.7092,7553.889872,4788386.017,7729.932793,837793.0325,6317147.589,245276.4412,89980.39474,4638330.425,2807.840241,71691.19434,12947.27119,7800.592237,9893.074597,2538.837615,57601.30809,3298977.274,1122401.858,798552.5325,277319.1019,302720.4913,165823.2765,382284.3359,659305.843,7546.001405,73126.25923,13357.21468,140870.3941,187482.3421,1326665.023,1147361.528,15352.90224,2350562.698,765205.6003,68116.01936,1079.99141,335.8992822,1808.552133,2091610.703,2175.215517,9958.089287,303616.8041,4103947.057,884530.1393,8951.05711,46309.97053,3199.770775,22767.56175,2910.187533,1484559.723,16376.59527,18228.33034,437.3066775,416857.006,45288.46862,5637610.851,944.2907168,953239.8234,67508.36982,4396.955172,500515.6288,213513.0483,10586.77838,19093.79046,118885.1581,200301.4209,2516.098644,16025.53054,9328.48898,2097.483253,13916.10633,139863.8606,4679.412525,16019.78499,3227.542938,692637.7883,1098.673862,13370.56,10706.0908,6401.771836,117286.8512,2785.906249,3073.308796,56629.11302,52889.98303,11195.46322,299724.1627,3167.314772,17674.21408,20312.50964,213.9513189,808.6384893,498909.0425,4176.043851,47820.87347,124586.4287,440.3741161,2907.233154,4696.937836,1523.700043,264.3424149,19039.84694,21854.56916,752832.4038,90012.62249,19604.00402,11212.72622,34911.90709,585860.4172,35485.12257,21811.29078,1579.249772,72270.2035,181545.3983,14666.45316,17075.19063,7746.801447,23839.41204,5183.180656,21863.97897,13598.54636,405.8047058,289272.2207,42007.88484,12031.55742,10256.45613,12335.34292,2863.839862,5312.821828,180689.5729,77688.66838,286812.1398,26675.53637,12220.7996,2905.257125,3539.951032
set2_blue_561_L3,pos,10ppm,wt / ko,2,sample,561,L3,62.7,3752.175728,50374.63789,222811.6803,857794.771,30492.76566,30943.97666,30585.94668,69988.14832,69579.82237,36854971.11,343366.7128,20217.9812,580784.7153,106576.1086,68440.16803,404194.5039,7796.805372,8932859.917,22797.3094,1303110.601,11363520.78,458673.3159,233822.4,6424483.862,2035.232728,337470.6973,22366.71483,10093.0494,17204.54309,141518.4343,141462.3878,5033294.208,2121743.464,1408809.049,777298.9863,359194.3678,467426.583,379278.7284,3156509.769,10019.05701,46977.9643,6947.694236,207289.5328,319989.3515,516012.261,2506779.332,4372.94939,4217291.784,736320.3419,254483.4458,10696.55503,229.1615765,9761.134359,2718805.471,4959.216358,25042.47162,631056.3696,9457297.525,1463820.243,19396.62939,120956.8682,1028.465817,29413.93755,3725.894418,2369262.74,16727.8094,23955.5978,1208.10514,682475.9736,70498.44013,6715234.032,13674.60893,7612726.695,157996.5416,28290.13282,1756615.606,520603.2657,53973.56553,82154.91499,417569.7655,179895.3935,31921.451,24182.15345,3173.343108,2306.984919,58181.98789,521901.3853,16098.01366,55533.15701,7562.921686,1120906.471,1248.435159,55699.01151,30534.20605,12757.28085,613940.7356,5015.769297,7057.14637,229643.5075,5712.060291,31406.87319,547271.4621,1216.079594,13053.83574,36247.00835,2151.758557,2386.369547,1320053.044,17589.91545,54110.44848,138955.477,866.576854,3214.845296,4355.535583,9297.003937,267.9961886,37601.39597,38519.95627,1306667.395,62594.82679,107768.102,19101.45077,54492.45222,309120.4472,31177.47874,18356.97029,623.3183619,61833.31598,194214.7077,47999.40375,20286.24671,23786.17714,84345.34968,2640.423909,3124.611955,23484.71188,,80722.72524,24539.90622,4959.253449,7816.387086,43034.19038,3053.262949,10626.57281,262959.0917,18729.13708,249646.1757,74077.84806,2570.170671,4835.038878,7394.601061
set2_blue_592_R4,pos,10ppm,wt / ko,2,sample,592,R4,66,4546.399919,67980.46561,165883.5163,758680.0723,17368.43393,17874.28088,17398.27311,32824.16662,32316.58275,42773834.42,310181.1663,146747.7865,421660.435,48147.75287,55215.32855,177500.63,5014.214844,8221713.293,13899.36473,1321684.169,11472301.51,409721.5434,249635.4815,5597075.483,1924.334395,126832.5262,15907.33887,9939.384558,25394.38962,91113.32295,91492.72452,3567348.501,2239554.626,1493816.466,453401.4037,379698.5828,265112.0539,452020.8245,1245545.416,5133.465184,33584.93842,13510.76829,196502.6335,247244.3033,1722570.293,1875392.333,5424.838714,3293316.226,629535.3539,105249.5158,7079.242523,405.6773854,6872.794092,2555435.393,3118.023707,16490.8701,423043.9167,6699490.022,1424945.982,9646.332454,64064.02565,2168.43142,22733.33865,5572.337588,1926789.134,9605.749897,25892.19123,789.1751849,651569.8488,65143.34287,6621875.776,3245.051561,2268222.575,93179.61117,9593.245902,1276803.92,450222.338,37333.82539,50343.18698,304531.3374,311731.0183,9293.082857,10605.21613,8805.035224,1964.829957,22823.34397,279020.5541,7470.18323,32607.83804,4841.903714,1370488.944,914.3419395,30150.7349,33006.34321,5411.899472,318927.4749,4172.026755,5646.727116,178252.7464,1412.922397,9353.362685,536949.7106,1392.817057,54597.99909,23805.83098,619.8802523,2683.891632,584069.9481,7734.678334,68577.88326,166810.781,1222.231812,6530.489063,2129.396045,2367.501476,961.55332,19857.02695,41301.28995,1446322.324,48289.68419,58928.33914,12950.70563,48494.81724,517734.3666,34395.23983,18617.52767,1678.717747,74928.99254,146959.4484,55273.3872,17963.51122,18399.72397,71622.83819,3124.357363,5588.602816,26466.85796,211.5579861,108456.9804,30010.92809,7538.245621,6362.381485,3815.224917,2763.688473,5831.125437,244561.5095,71137.51591,168598.5651,35759.59102,3638.770385,3095.875743,6597.670597
set2_blue_617_L3,pos,10ppm,wt / ko,2,sample,617,L3,64,3718.176403,66598.974,168982.0749,817783.0069,29265.32034,30170.25886,29903.42389,31944.08706,31715.8112,49748912.58,322734.3198,15723.75401,445525.3711,39721.84714,93219.08299,230506.5144,4613.121388,8460458.96,17003.02145,1431388.455,12455479.34,452385.2322,251868.2904,6071053.631,2571.619904,79365.40754,19206.20706,8313.162207,25566.79377,125420.0943,125484.8442,3634221.066,2513990.56,1405681.68,390239.9797,517065.57,180852.2604,480287.7484,1629077.008,3684.71333,30386.38952,11112.05623,250985.5837,326616.8225,2359935.489,3039011.153,7380.740309,3268387.457,740977.5458,140868.7428,14131.52639,,8884.686874,2791203.197,2217.580213,38138.68432,474663.2322,8800004.679,1616074.118,8411.36502,87724.37722,945.7903526,17042.34493,16594.98356,2692301.449,12749.26713,23174.56513,1118.451909,709162.8272,77135.08484,7164912.186,1945.199434,1703359.021,141609.401,13419.17792,887713.5635,544028.1336,47272.76392,14628.81546,215687.7731,364295.3382,19500.60087,8164.596307,11749.47938,1735.634957,13267.72059,320531.5023,7835.106415,34309.21772,5587.814021,747308.7618,962.1022659,102184.1851,13489.44217,6405.904667,325634.9095,4636.303399,6687.936494,184042.6185,3385.515583,14249.23041,569916.4156,2042.213238,12006.95671,22741.77463,637.1400435,1874.172304,511940.4028,8758.250473,51175.38567,119485.7992,779.7863174,2708.671992,4693.718227,9797.19973,470.2759719,44008.49567,39355.66564,1282689.147,91427.67326,67749.01446,8397.356715,37293.4456,534192.673,16663.26296,7963.576998,907.5124281,56415.06695,98538.72296,59158.18488,16234.38632,18268.3142,134352.2263,2455.959072,1801.205638,30809.23666,133.3715697,59291.31422,20591.56655,6134.106697,4828.340093,23747.15532,2892.489454,5754.380218,205891.2448,92736.20011,159514.2952,43788.05814,4453.943498,3180.798862,5208.462859
set2_blue_617_L4,pos,10ppm,wt / ko,2,sample,617,L4,66.5,5434.231983,57913.43238,171675.2708,868799.1694,28600.21335,29291.68908,28781.73432,26332.7629,25751.06647,47480224.52,323049.2206,35843.74479,389546.8098,38985.31823,93720.24763,228194.6577,5401.34045,7722976.249,13992.40545,1577110.779,12857321.02,471511.639,219016.0964,5984296.225,3675.142778,45921.06503,18332.51719,9227.980503,25783.18188,116599.8809,3433.73839,3450308.237,2618530.662,1544333.731,413873.691,521833.6043,194152.9836,562211.6322,1213128.249,3383.777939,31565.86578,13481.00673,259785.9637,305155.9732,2108699.128,2815667.406,13092.46384,3401426.956,858669.6181,203780.9246,15428.03899,,8998.375228,2558264.874,4132.147125,48722.89319,410299.6403,7918820.061,1630620.969,9887.542298,98238.83423,1142.80805,22917.87489,24366.25383,2779709.995,16188.15722,25107.77743,332.6924095,607171.4086,71644.2895,6634940.882,2020.540591,1620702.556,134492.6885,9665.395819,835579.0839,576484.6091,57542.79049,38337.50524,200757.1392,349992.4305,16361.88193,9950.998223,9654.89485,1543.198223,8234.61002,238328.2584,8742.515088,29398.49893,6493.546907,657923.4222,1539.128234,64719.81053,18327.22927,9708.921052,200677.3334,5327.635293,9697.03849,116696.706,5290.16968,15425.14216,607281.8301,1414.815613,65571.4936,22614.57716,622.5769778,2655.156376,490053.6514,10521.47019,45816.51799,84344.20915,1224.282701,2849.301607,10652.21635,11284.20395,,45445.57224,40536.57692,998245.342,53821.41179,47956.15072,8930.298287,33781.52252,552625.502,33913.72287,20819.21586,1421.331098,90315.47446,113554.9882,65095.32188,13671.09956,24796.1108,68718.52892,2646.80441,5372.375908,31665.17657,441.9586181,127683.4876,66204.34312,6623.71965,11073.60716,15437.8375,3534.693879,5839.636338,211233.8689,68196.84165,216265.8498,55295.83098,3290.541714,3109.744457,7305.368103
set2_blue_669_L2,pos,10ppm,wt / ko,2,sample,669,L2,30.9,3918.066236,63234.77418,115843.0657,113010.524,17611.73606,17956.59292,17337.54243,198815.6478,198300.3458,43039007.81,98909.70229,20030.01893,164420.7204,218013.7754,190492.5394,278482.9546,8231.944685,956056.118,8681.628897,1036311.861,4784518.532,347499.6355,106041.4119,2627798.15,1955.706369,322562.5805,10445.63724,11105.6926,10289.42923,1892.006983,1892.006983,2532555.153,2307799.834,1350982.695,136810.245,401545.9767,307298.254,178534.4462,4394853.768,3924.947854,53192.4706,13890.34898,47603.57623,79323.20861,107864.9167,1348562.313,6513.595063,1041817.564,650654.0012,104782.6433,294158.8727,,24961.07143,1814366.086,3737.647417,15739.59974,133421.5549,2501132.085,1877676.9,14084.38356,35369.30642,155.0071077,19645.67349,3189.346588,418191.2034,12956.62224,22039.61873,414.0655242,740406.7808,76385.08181,1427727.523,715.1311989,6101372.458,206508.4405,4909.884318,415974.1505,588518.3642,11175.74029,28213.31358,250502.9022,68255.75872,7686.628223,22936.87066,2943.18816,371.4631317,55657.68571,539083.475,46825.42438,57342.98856,6312.324668,1534034.017,153.6481259,57080.31307,10669.38033,6336.059539,446123.0157,5465.502718,42554.08219,171635.8184,4097.192317,1447.069359,566995.3632,7377.892434,19305.7883,6579.967283,334.4934069,126.883692,228676.4126,6329.689793,39044.4627,86789.61736,113.943973,3786.209751,,3667.769729,108.3745252,7555.771473,15057.42666,604595.2866,78842.90554,53946.49743,18020.3631,27299.22625,224887.4764,17578.75651,4963.195275,243.3878691,30628.73918,88077.95371,42494.67766,7266.513681,11653.50409,367.6089946,1954.076195,,30372.91586,,29402.24369,4900.632993,7201.198119,3276.365607,8744.323488,120.231105,276.7136205,51184.93747,1957.822863,26222.63294,44794.90764,381.1744249,886.8009465,4759.092035
set2_blue_669_L4,pos,10ppm,wt / ko,2,sample,669,L4,27.7,4580.662886,89730.07198,128828.0347,152760.7698,23762.96188,24452.48856,24220.34853,66430.87564,65452.54728,53443633,119166.9597,23329.04082,185776.2019,287062.867,232737.1767,348211.4791,11671.61911,1280382.774,8777.972282,1302119.93,5481357.452,407684.3263,138058.107,2952803.933,2739.896437,384227.6094,11708.5749,12924.57112,13734.44133,26924.35698,28686.80357,2536137.643,2962316.814,1728374.789,175014.6293,483748.7286,306403.5505,136428.4791,7349223.036,6761.590874,55229.08205,12808.27831,54368.16286,92892.26351,146887.6255,2018720.788,14092.49392,1100735.126,809203.5134,1050496.362,194796.2674,258.8412048,22350.98127,2244732.421,9383.237304,22824.06392,152645.0065,2860171.081,2429494.737,11802.76428,56405.42958,499.5306132,25749.35862,5029.144512,293706.1986,12831.14926,25429.30682,965.4324477,922943.0435,89181.82542,1446909.879,3359.108035,6937597.933,254006.7106,7616.345978,395650.3268,819535.8625,22728.39771,31351.81749,273123.4199,84489.46734,11410.38074,39297.78749,4749.932924,829.4308826,63277.02773,563339.9999,45721.57296,66665.80821,6073.865819,1472465.717,816.4831868,41103.19162,24114.92212,12721.49012,205721.3442,7912.530038,44246.61764,369034.4609,3084.723811,2592.190299,639703.5736,600.8619174,26494.18754,8022.487705,449.1572731,353.2752085,311900.5339,9099.585445,32910.31464,74972.76164,217.3668413,8122.108011,259.2665044,2966.310228,240.4192283,8924.089915,16489.88518,576938.0438,44609.04769,32649.67426,23418.17552,28351.59893,229612.815,36965.09118,16492.39896,666.6261491,45079.38825,111147.7603,38553.71572,9137.808098,15656.95565,564.6409712,3096.200903,2235.526054,17587.03911,271.5878584,63198.07929,23131.45777,6479.77314,3440.410603,4731.032674,144.5222925,1159.888541,54870.39461,1443.319502,28440.89074,42119.44848,359.2834946,2974.7022,4905.201886
set2_blue_675_R2,pos,10ppm,wt / ko,2,sample,675,R2,43.7,2811.261816,102945.8362,177871.4638,605059.5168,16950.79543,17446.67212,17150.19297,30273.36914,30044.23305,18952217.97,265081.0115,38658.99751,428243.8868,58149.36,22304.22527,268422.206,10016.20636,5691403.295,12171.53087,854006.2975,7885845.824,289466.1775,177471.0528,4834221.893,2407.464178,141191.206,18652.19372,11892.57186,20382.00963,61581.84341,60747.15056,3618421.283,1161233.832,893890.4948,445271.9449,288167.6696,493258.8518,527322.6531,916263.1657,11302.89713,53641.27182,147412.053,102856.2624,161162.1087,685107.0777,1000978.317,12769.73086,2799680.468,386407.073,78922.74758,1976.294997,209.3444868,2281.832812,1791789.621,3526.876547,11382.33866,317691.6866,4859165.997,854314.1352,7499.866021,59824.15471,3032.55894,10957.80582,3696.427438,1224426.654,14702.49285,27460.19882,306.9779129,356742.293,37576.48651,5653069.595,3553.308149,3316520.769,80957.5986,15578.84537,1371120.91,212066.2887,18133.46725,90423.23702,270630.6226,199898.5484,1752.653865,13564.16031,3774.540517,2119.5417,22643.86662,199322.2635,5047.993027,20792.94699,5019.788868,897564.1337,250.4138269,17863.97816,22170.01948,2825.787801,129436.4967,2374.106176,3277.824646,50993.54646,88723.4132,18215.59128,436904.8059,1187.867971,35489.57493,23045.24318,738.8744426,1580.516242,1278380.793,2207.413379,56478.09284,147929.42,874.4952913,1100.861306,2183.577033,1884.715181,540.4855076,7185.783795,33120.05033,1127395.651,151479.9287,35788.17657,8866.485092,35125.97021,367438.5451,66599.50496,39480.66522,1045.25232,84725.76074,228018.2854,15086.1412,18064.69483,10528.35371,20139.31884,4178.875857,15867.68008,8445.694145,241.2625931,242192.3208,42918.57762,7177.155536,4815.411689,11675.40126,3561.466826,5305.647849,218551.4605,22069.0584,179148.7282,52835.21571,2760.042574,6960.322986,5426.760473
